Bank_id,Year,Bank_name,Sector
99,2006,STATE BANK OF MYSORE,Public
99,2007,STATE BANK OF MYSORE,Public
99,2008,STATE BANK OF MYSORE,Public
99,2009,STATE BANK OF MYSORE,Public
99,2010,STATE BANK OF MYSORE,Public
99,2011,STATE BANK OF MYSORE,Public
99,2012,STATE BANK OF MYSORE,Public
99,2013,STATE BANK OF MYSORE,Public
99,2014,STATE BANK OF MYSORE,Public
99,2015,STATE BANK OF MYSORE,Public
99,2016,STATE BANK OF MYSORE,Public
99,2017,STATE BANK OF MYSORE,Public
100,2005,STATE BANK OF PATIALA,Public
100,2006,STATE BANK OF PATIALA,Public
100,2007,STATE BANK OF PATIALA,Public
100,2008,STATE BANK OF PATIALA,Public
100,2009,STATE BANK OF PATIALA,Public
100,2010,STATE BANK OF PATIALA,Public
100,2011,STATE BANK OF PATIALA,Public
100,2012,STATE BANK OF PATIALA,Public
100,2013,STATE BANK OF PATIALA,Public
100,2014,STATE BANK OF PATIALA,Public
100,2015,STATE BANK OF PATIALA,Public
100,2016,STATE BANK OF PATIALA,Public
100,2017,STATE BANK OF PATIALA,Public
101,2005,STATE BANK OF SAURASHTRA,Public
101,2006,STATE BANK OF SAURASHTRA,Public
101,2007,STATE BANK OF SAURASHTRA,Public
101,2008,STATE BANK OF SAURASHTRA,Public
102,2005,STATE BANK OF TRAVANCORE,Public
102,2006,STATE BANK OF TRAVANCORE,Public
102,2007,STATE BANK OF TRAVANCORE,Public
102,2008,STATE BANK OF TRAVANCORE,Public
102,2009,STATE BANK OF TRAVANCORE,Public
102,2010,STATE BANK OF TRAVANCORE,Public
102,2011,STATE BANK OF TRAVANCORE,Public
102,2012,STATE BANK OF TRAVANCORE,Public
102,2013,STATE BANK OF TRAVANCORE,Public
102,2014,STATE BANK OF TRAVANCORE,Public
102,2015,STATE BANK OF TRAVANCORE,Public
102,2016,STATE BANK OF TRAVANCORE,Public
102,2017,STATE BANK OF TRAVANCORE,Public
103,2013,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2014,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2015,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2016,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2017,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2018,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2019,SUMITOMO MITSUI BANKING CORPORATION,Foreign
103,2020,SUMITOMO MITSUI BANKING CORPORATION,Foreign
104,2005,SYNDICATE BANK,Public
104,2006,SYNDICATE BANK,Public
104,2007,SYNDICATE BANK,Public
104,2008,SYNDICATE BANK,Public
104,2009,SYNDICATE BANK,Public
104,2010,SYNDICATE BANK,Public
104,2011,SYNDICATE BANK,Public
104,2012,SYNDICATE BANK,Public
104,2013,SYNDICATE BANK,Public
104,2014,SYNDICATE BANK,Public
104,2015,SYNDICATE BANK,Public
104,2016,SYNDICATE BANK,Public
104,2017,SYNDICATE BANK,Public
104,2018,SYNDICATE BANK,Public
104,2019,SYNDICATE BANK,Public
104,2020,SYNDICATE BANK,Public
105,2005,TAMILNAD MERCANTILE BANK LTD,Private
105,2006,TAMILNAD MERCANTILE BANK LTD,Private
105,2007,TAMILNAD MERCANTILE BANK LTD,Private
105,2008,TAMILNAD MERCANTILE BANK LTD,Private
105,2009,TAMILNAD MERCANTILE BANK LTD,Private
105,2010,TAMILNAD MERCANTILE BANK LTD,Private
105,2011,TAMILNAD MERCANTILE BANK LTD,Private
105,2012,TAMILNAD MERCANTILE BANK LTD,Private
105,2013,TAMILNAD MERCANTILE BANK LTD,Private
105,2014,TAMILNAD MERCANTILE BANK LTD,Private
105,2015,TAMILNAD MERCANTILE BANK LTD,Private
105,2016,TAMILNAD MERCANTILE BANK LTD,Private
105,2017,TAMILNAD MERCANTILE BANK LTD,Private
105,2018,TAMILNAD MERCANTILE BANK LTD,Private
105,2019,TAMILNAD MERCANTILE BANK LTD,Private
105,2020,TAMILNAD MERCANTILE BANK LTD,Private
106,2009,UBS AG,Foreign
106,2010,UBS AG,Foreign
106,2011,UBS AG,Foreign
106,2012,UBS AG,Foreign
106,2013,UBS AG,Foreign
106,2014,UBS AG,Foreign
106,2015,UBS AG,Foreign
107,2005,UCO BANK,Public
107,2006,UCO BANK,Public
107,2007,UCO BANK,Public
107,2008,UCO BANK,Public
107,2009,UCO BANK,Public
107,2010,UCO BANK,Public
107,2011,UCO BANK,Public
107,2012,UCO BANK,Public
107,2013,UCO BANK,Public
107,2014,UCO BANK,Public
107,2015,UCO BANK,Public
107,2016,UCO BANK,Public
107,2017,UCO BANK,Public
107,2018,UCO BANK,Public
107,2019,UCO BANK,Public
107,2020,UCO BANK,Public
108,2005,UFJ BANK,Foreign
109,2005,UNION BANK OF INDIA,Public
109,2006,UNION BANK OF INDIA,Public
109,2007,UNION BANK OF INDIA,Public
109,2008,UNION BANK OF INDIA,Public
109,2009,UNION BANK OF INDIA,Public
109,2010,UNION BANK OF INDIA,Public
109,2011,UNION BANK OF INDIA,Public
109,2012,UNION BANK OF INDIA,Public
109,2013,UNION BANK OF INDIA,Public
109,2014,UNION BANK OF INDIA,Public
109,2015,UNION BANK OF INDIA,Public
109,2016,UNION BANK OF INDIA,Public
109,2017,UNION BANK OF INDIA,Public
109,2018,UNION BANK OF INDIA,Public
109,2019,UNION BANK OF INDIA,Public
109,2020,UNION BANK OF INDIA,Public
110,2005,UNITED BANK OF INDIA,Public
110,2006,UNITED BANK OF INDIA,Public
110,2007,UNITED BANK OF INDIA,Public
110,2008,UNITED BANK OF INDIA,Public
110,2009,UNITED BANK OF INDIA,Public
110,2010,UNITED BANK OF INDIA,Public
110,2011,UNITED BANK OF INDIA,Public
110,2012,UNITED BANK OF INDIA,Public
110,2013,UNITED BANK OF INDIA,Public
110,2014,UNITED BANK OF INDIA,Public
110,2015,UNITED BANK OF INDIA,Public
110,2016,UNITED BANK OF INDIA,Public
110,2017,UNITED BANK OF INDIA,Public
110,2018,UNITED BANK OF INDIA,Public
110,2019,UNITED BANK OF INDIA,Public
110,2020,UNITED BANK OF INDIA,Public
111,2011,UNITED OVERSEAS BANK LTD,Foreign
111,2012,UNITED OVERSEAS BANK LTD,Foreign
111,2013,UNITED OVERSEAS BANK LTD,Foreign
111,2014,UNITED OVERSEAS BANK LTD,Foreign
111,2015,UNITED OVERSEAS BANK LTD,Foreign
111,2016,UNITED OVERSEAS BANK LTD,Foreign
111,2017,UNITED OVERSEAS BANK LTD,Foreign
111,2018,UNITED OVERSEAS BANK LTD,Foreign
111,2019,UNITED OVERSEAS BANK LTD,Foreign
111,2020,UNITED OVERSEAS BANK LTD,Foreign
112,2005,UNITED WESTERN BANK,Private
112,2006,UNITED WESTERN BANK,Private
113,2005,VIJAYA BANK,Public
113,2006,VIJAYA BANK,Public
113,2007,VIJAYA BANK,Public
113,2008,VIJAYA BANK,Public
113,2009,VIJAYA BANK,Public
113,2010,VIJAYA BANK,Public
113,2011,VIJAYA BANK,Public
113,2012,VIJAYA BANK,Public
113,2013,VIJAYA BANK,Public
113,2014,VIJAYA BANK,Public
113,2015,VIJAYA BANK,Public
113,2016,VIJAYA BANK,Public
113,2017,VIJAYA BANK,Public
113,2018,VIJAYA BANK,Public
113,2019,VIJAYA BANK,Public
114,2013,WESTPAC BANKING CORPORATION,Foreign
114,2014,WESTPAC BANKING CORPORATION,Foreign
114,2015,WESTPAC BANKING CORPORATION,Foreign
114,2016,WESTPAC BANKING CORPORATION,Foreign
114,2017,WESTPAC BANKING CORPORATION,Foreign
114,2018,WESTPAC BANKING CORPORATION,Foreign
114,2019,WESTPAC BANKING CORPORATION,Foreign
114,2020,WESTPAC BANKING CORPORATION,Foreign
115,2012,WOORI BANK,Foreign
115,2013,WOORI BANK,Foreign
115,2014,WOORI BANK,Foreign
115,2015,WOORI BANK,Foreign
115,2016,WOORI BANK,Foreign
115,2017,WOORI BANK,Foreign
115,2018,WOORI BANK,Foreign
115,2019,WOORI BANK,Foreign
115,2020,WOORI BANK,Foreign
116,2005,YES BANK LTD.,Private
116,2006,YES BANK LTD.,Private
116,2007,YES BANK LTD.,Private
116,2008,YES BANK LTD.,Private
116,2009,YES BANK LTD.,Private
116,2010,YES BANK LTD.,Private
116,2011,YES BANK LTD.,Private
116,2012,YES BANK LTD.,Private
116,2013,YES BANK LTD.,Private
116,2014,YES BANK LTD.,Private
116,2015,YES BANK LTD.,Private
116,2016,YES BANK LTD.,Private
116,2017,YES BANK LTD.,Private
116,2018,YES BANK LTD.,Private
116,2019,YES BANK LTD.,Private
116,2020,YES BANK LTD.,Private
1,2010,AB BANK LTD.,Foreign
1,2011,AB BANK LTD.,Foreign
1,2012,AB BANK LTD.,Foreign
1,2013,AB BANK LTD.,Foreign
1,2014,AB BANK LTD.,Foreign
1,2015,AB BANK LTD.,Foreign
1,2016,AB BANK LTD.,Foreign
1,2017,AB BANK LTD.,Foreign
1,2018,AB BANK LTD.,Foreign
38,2015,DENA BANK,Public
38,2016,DENA BANK,Public
38,2017,DENA BANK,Public
38,2018,DENA BANK,Public
38,2019,DENA BANK,Public
39,2005,DEUTSCHE BANK AG,Foreign
39,2006,DEUTSCHE BANK AG,Foreign
39,2007,DEUTSCHE BANK AG,Foreign
39,2008,DEUTSCHE BANK AG,Foreign
39,2009,DEUTSCHE BANK AG,Foreign
39,2010,DEUTSCHE BANK AG,Foreign
39,2011,DEUTSCHE BANK AG,Foreign
39,2012,DEUTSCHE BANK AG,Foreign
39,2013,DEUTSCHE BANK AG,Foreign
39,2014,DEUTSCHE BANK AG,Foreign
109,2016,UNION BANK OF INDIA,Public
109,2017,UNION BANK OF INDIA,Public
109,2018,UNION BANK OF INDIA,Public
109,2019,UNION BANK OF INDIA,Public
109,2020,UNION BANK OF INDIA,Public
110,2005,UNITED BANK OF INDIA,Public
110,2006,UNITED BANK OF INDIA,Public
110,2007,UNITED BANK OF INDIA,Public
110,2008,UNITED BANK OF INDIA,Public
110,2009,UNITED BANK OF INDIA,Public
110,2010,UNITED BANK OF INDIA,Public
110,2011,UNITED BANK OF INDIA,Public
110,2012,UNITED BANK OF INDIA,Public
110,2013,UNITED BANK OF INDIA,Public
110,2014,UNITED BANK OF INDIA,Public
110,2015,UNITED BANK OF INDIA,Public
1,2019,AB BANK LTD.,Foreign
1,2020,AB BANK LTD.,Foreign
2,2005,ABU DHABI COMMERCIAL BANK,Foreign
2,2006,ABU DHABI COMMERCIAL BANK,Foreign
2,2007,ABU DHABI COMMERCIAL BANK,Foreign
2,2008,ABU DHABI COMMERCIAL BANK,Foreign
2,2009,ABU DHABI COMMERCIAL BANK,Foreign
2,2010,ABU DHABI COMMERCIAL BANK,Foreign
2,2011,ABU DHABI COMMERCIAL BANK,Foreign
2,2012,ABU DHABI COMMERCIAL BANK,Foreign
2,2013,ABU DHABI COMMERCIAL BANK,Foreign
40,2013,DHANLAXMI BANK,Private
40,2014,DHANLAXMI BANK,Private
40,2015,DHANLAXMI BANK,Private
40,2016,DHANLAXMI BANK,Private
40,2017,DHANLAXMI BANK,Private
40,2018,DHANLAXMI BANK,Private
40,2019,DHANLAXMI BANK,Private
40,2020,DHANLAXMI BANK,Private
41,2015,DOHA BANK Q.P.S.C,Foreign
41,2016,DOHA BANK Q.P.S.C,Foreign
41,2017,DOHA BANK Q.P.S.C,Foreign
41,2018,DOHA BANK Q.P.S.C,Foreign
41,2019,DOHA BANK Q.P.S.C,Foreign
41,2020,DOHA BANK Q.P.S.C,Foreign
42,2018,EMIRATES NBD BANK (P.J.S.C.),Foreign
42,2019,EMIRATES NBD BANK (P.J.S.C.),Foreign
42,2020,EMIRATES NBD BANK (P.J.S.C.),Foreign
43,2005,FEDERAL BANK,Private
43,2006,FEDERAL BANK,Private
43,2007,FEDERAL BANK,Private
43,2008,FEDERAL BANK,Private
43,2009,FEDERAL BANK,Private
43,2010,FEDERAL BANK,Private
43,2011,FEDERAL BANK,Private
43,2012,FEDERAL BANK,Private
43,2013,FEDERAL BANK,Private
43,2014,FEDERAL BANK,Private
43,2015,FEDERAL BANK,Private
43,2016,FEDERAL BANK,Private
43,2017,FEDERAL BANK,Private
43,2018,FEDERAL BANK,Private
43,2019,FEDERAL BANK,Private
43,2020,FEDERAL BANK,Private
44,2016,FIRST ABU DHABI BANK PJSC,Foreign
44,2017,FIRST ABU DHABI BANK PJSC,Foreign
44,2018,FIRST ABU DHABI BANK PJSC,Foreign
44,2019,FIRST ABU DHABI BANK PJSC,Foreign
44,2020,FIRST ABU DHABI BANK PJSC,Foreign
45,2010,FIRSTRAND BANK LTD,Foreign
45,2011,FIRSTRAND BANK LTD,Foreign
45,2012,FIRSTRAND BANK LTD,Foreign
45,2013,FIRSTRAND BANK LTD,Foreign
45,2014,FIRSTRAND BANK LTD,Foreign
45,2015,FIRSTRAND BANK LTD,Foreign
45,2016,FIRSTRAND BANK LTD,Foreign
45,2017,FIRSTRAND BANK LTD,Foreign
45,2018,FIRSTRAND BANK LTD,Foreign
45,2019,FIRSTRAND BANK LTD,Foreign
45,2020,FIRSTRAND BANK LTD,Foreign
46,2005,GANESH BANK OF KURUNDWAD,Private
46,2006,GANESH BANK OF KURUNDWAD,Private
47,2005,HDFC BANK,Private
47,2006,HDFC BANK,Private
47,2007,HDFC BANK,Private
47,2008,HDFC BANK,Private
47,2009,HDFC BANK,Private
47,2010,HDFC BANK,Private
47,2011,HDFC BANK,Private
47,2012,HDFC BANK,Private
47,2013,HDFC BANK,Private
47,2014,HDFC BANK,Private
47,2015,HDFC BANK,Private
47,2016,HDFC BANK,Private
47,2017,HDFC BANK,Private
47,2018,HDFC BANK,Private
47,2019,HDFC BANK,Private
47,2020,HDFC BANK,Private
48,2005,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2006,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2007,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2008,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2009,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2010,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2011,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2012,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2013,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2014,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2015,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2016,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2017,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2018,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2019,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
48,2020,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,Foreign
49,2005,HSBC BANK OMAN S.A.O.G.,Foreign
49,2006,HSBC BANK OMAN S.A.O.G.,Foreign
49,2007,HSBC BANK OMAN S.A.O.G.,Foreign
49,2008,HSBC BANK OMAN S.A.O.G.,Foreign
49,2009,HSBC BANK OMAN S.A.O.G.,Foreign
49,2010,HSBC BANK OMAN S.A.O.G.,Foreign
49,2011,HSBC BANK OMAN S.A.O.G.,Foreign
49,2012,HSBC BANK OMAN S.A.O.G.,Foreign
49,2013,HSBC BANK OMAN S.A.O.G.,Foreign
49,2014,HSBC BANK OMAN S.A.O.G.,Foreign
49,2015,HSBC BANK OMAN S.A.O.G.,Foreign
50,2005,ICICI BANK,Private
50,2006,ICICI BANK,Private
